Xco,Yco,VertRan,SlopeAvg,SlopeMa25,SlopeMa10,DistMSoil,SoilDMVL,SoilDMWT,CanopyCAvg,CanopyCMax,CanopyCMin,TreeInfLiv,TreeInfAll,BasalArea,CrownI,LitterI,SnowC0423,WatTab100,WatTab90,WatTab50,WatTab10,WatTab0,WatTabRan,WatTabHMi,WatTabLMa,WatTem0527,WatTem0826,WatpH0527,WatpH0826,WatECo0527,WatECo0826,WatO0527,WatO0826,SoilVolWt,SoilLossOI,SoilpHH2O,SoilpHKCl,SoilCEC,SoilBaSat,HumusC,HumusN,HumusP,HumusS,HumusExAc,HumusCa,HumusMg,HumusK,HumusNa,HumusBa,HumusFe,HumusMn,HumusSr,HumusZn,HumusAl,NVas,NMos,NSph,NHep,NCry,NTot,DCA1,DCA2,DCA3,DCA4,SSK1,SSK2,SSK3,SSK4,SSK5,SSK6,SSK7,SSK8,SSK9,SSK10
1110.9,81.3,0.671,0.657,0.543,0.490,0.549,0.872,0.868,0.049,0.077,0.158,0.292,0.304,0.330,0.099,0.014,0.859,0.468,0.450,0.441,0.449,0.465,0.519,0.555,0.403,0.621,0.683,0.242,0.153,0.274,0.271,0.662,0.638,0.115,0.668,0.357,0.336,0.676,0.348,0.768,0.351,0.707,0.641,0.633,0.494,0.461,0.654,0.404,0.441,0.635,0.132,0.459,0.415,0.739,0.554,0.164,0.769,0.190,0.388,0.413,0.59,1.32,2.16,1.83,0,1,0,0,0,0,0,0,0,0
1114.9,72.7,0.653,0.689,0.577,0.577,0.473,0.605,0.579,0.279,0.462,0.158,0.016,0.001,0.266,0.138,0.000,0.932,0.304,0.220,0.164,0.162,0.196,0.537,0.336,0.070,0.698,0.506,0.276,0.165,0.544,0.310,0.469,0.835,0.131,0.464,0.357,0.353,0.637,0.289,0.542,0.313,0.009,0.782,0.675,0.472,0.464,0.234,0.542,0.420,0.543,0.092,0.457,0.374,0.807,0.388,0.237,0.649,0.514,0.505,0.385,0.00,1.23,2.25,2.03,0,1,0,0,0,0,0,0,0,0
1341.3,114.7,0.529,0.622,0.506,0.341,0.202,0.382,0.300,0.535,0.462,0.540,0.611,0.602,0.718,0.494,0.591,0.218,0.658,0.625,0.615,0.575,0.582,0.704,0.636,0.606,0.567,0.540,0.722,0.573,1.000,0.733,0.568,0.552,0.921,0.003,0.574,0.612,0.221,0.576,0.553,0.674,0.128,0.438,0.345,0.549,0.423,0.634,0.416,0.713,0.375,0.820,0.544,0.738,0.630,0.846,0.882,0.137,0.429,0.720,0.840,3.43,2.40,1.80,1.48,0,0,1,0,0,0,0,0,0,0
1343.3,113.2,0.574,0.755,0.543,0.739,0.448,0.372,0.287,0.535,0.218,0.710,0.955,0.846,0.796,0.821,0.919,0.016,0.781,0.650,0.623,0.652,0.663,0.828,0.773,0.715,0.567,0.605,0.936,0.665,0.876,0.732,0.568,0.518,0.898,0.008,0.697,0.749,0.384,0.803,0.636,0.677,0.381,0.437,0.115,0.687,0.516,0.684,0.395,0.654,0.324,0.804,0.606,0.652,0.365,0.818,0.603,0.000,0.648,0.606,0.741,2.97,2.78,1.59,1.47,0,0,1,0,0,0,0,0,0,0
1345.0,112.0,0.971,0.967,0.868,0.739,0.401,0.483,0.421,0.381,0.167,0.540,0.826,0.528,0.464,0.687,0.818,0.016,0.670,0.588,0.593,0.624,0.638,0.657,0.759,0.000,0.567,0.506,0.598,0.693,0.785,0.647,0.568,0.628,0.749,0.202,0.389,0.428,0.608,0.641,0.509,0.718,0.426,0.463,0.303,0.611,0.435,0.513,0.279,0.673,0.348,0.809,0.580,0.749,0.486,0.874,1.000,0.000,0.586,0.819,0.931,3.31,2.37,1.36,1.35,0,0,1,0,0,0,0,0,0,0
1346.9,113.0,0.529,0.678,0.639,0.739,0.420,0.478,0.433,0.432,0.218,0.596,0.892,0.628,0.718,0.740,0.828,0.820,0.580,0.411,0.408,0.458,0.476,0.689,0.607,0.562,0.677,0.319,0.795,0.552,0.654,0.614,0.494,0.541,0.775,0.153,0.734,0.737,0.776,0.799,0.562,0.817,0.411,0.496,0.118,0.768,0.576,0.592,0.622,0.650,0.266,0.844,0.665,0.733,0.314,0.592,0.603,0.000,0.190,0.429,0.465,3.54,2.14,1.77,1.37,0,0,1,0,0,0,0,0,0,0
1350.6,121.5,0.439,0.510,0.543,0.611,0.337,0.429,0.398,0.347,0.218,0.485,0.409,0.090,0.796,0.417,0.020,0.047,0.381,0.195,0.186,0.248,0.279,0.574,0.361,0.370,0.586,0.257,0.803,0.647,0.562,0.614,0.674,0.746,0.780,0.037,0.650,0.631,0.351,0.588,0.435,0.602,0.065,0.376,0.368,0.501,0.421,0.671,0.500,0.459,0.293,0.691,0.449,0.575,0.638,0.874,0.840,0.270,0.429,0.720,0.859,3.27,1.55,1.10,0.63,0,0,1,0,0,0,0,0,0,0
1353.8,119.2,0.540,0.525,0.377,0.739,0.527,0.489,0.463,0.296,0.272,0.374,0.508,0.249,0.606,0.306,0.000,0.000,0.226,0.094,0.088,0.153,0.220,0.417,0.262,0.243,0.670,0.192,0.534,0.439,0.620,0.598,0.337,0.541,0.791,0.153,0.708,0.697,0.549,0.773,0.434,0.878,0.407,0.657,0.213,0.606,0.409,0.383,0.621,0.533,0.266,0.687,0.493,0.588,0.514,0.926,0.882,0.526,0.324,0.771,0.931,3.42,1.40,1.25,0.58,0,0,1,0,0,0,0,0,0,0
1362.0,135.5,0.214,0.386,0.327,0.568,0.218,0.496,0.460,0.415,0.331,0.485,0.302,0.052,0.606,0.245,0.008,0.047,0.333,0.299,0.288,0.300,0.349,0.439,0.313,0.613,0.522,0.214,0.514,0.482,0.582,0.633,0.637,0.471,0.850,0.126,0.811,0.729,0.435,0.676,0.236,0.940,0.036,0.339,0.237,0.520,0.340,0.219,0.713,0.570,0.223,0.762,0.443,0.702,0.553,0.976,0.796,0.137,0.429,0.665,0.896,3.70,1.82,1.53,1.14,0,0,1,0,0,0,0,0,0,0
1365.2,133.1,0.453,0.650,0.423,0.376,0.000,0.498,0.439,0.535,0.394,0.540,0.108,0.012,0.569,0.118,0.000,0.000,0.549,0.557,0.586,0.607,0.612,0.460,0.555,0.752,0.558,0.236,0.425,0.398,0.573,0.708,0.494,0.458,0.718,0.052,0.555,0.539,0.388,0.439,0.554,0.746,0.056,0.476,0.443,0.472,0.424,0.698,0.539,0.487,0.466,0.842,0.371,0.647,0.683,0.952,0.655,0.270,0.648,0.693,0.896,3.31,2.47,1.82,1.20,0,0,1,0,0,0,0,0,0,0
1367.5,141.4,0.425,0.518,0.327,0.305,0.133,0.535,0.496,0.570,0.272,0.653,0.508,0.142,0.643,0.236,0.000,0.000,0.504,0.376,0.367,0.404,0.436,0.608,0.506,0.578,0.529,0.192,0.282,0.510,0.697,0.583,0.538,0.518,0.729,0.169,1.000,0.914,0.639,0.913,0.388,0.628,0.029,0.201,0.057,0.694,0.420,0.539,0.346,0.366,0.023,0.642,0.391,0.529,0.350,0.874,0.796,0.137,0.429,0.665,0.821,3.95,1.98,1.62,1.22,0,0,1,0,0,0,0,0,0,0
1369.9,144.6,0.395,0.410,0.272,0.181,0.113,0.520,0.469,0.535,0.331,0.596,0.920,0.688,0.680,0.486,0.862,0.559,0.693,0.583,0.524,0.443,0.368,0.936,0.640,0.491,0.423,0.214,0.463,0.518,0.883,0.879,0.650,0.708,0.940,0.009,0.734,0.697,0.258,0.658,0.200,0.647,0.103,0.110,0.269,0.550,0.351,0.451,0.352,0.472,0.322,0.769,0.412,0.626,0.576,0.952,0.704,0.137,0.429,0.606,0.840,3.81,2.20,1.97,1.62,0,0,1,0,0,0,0,0,0,0
1321.5,573.5,0.144,0.290,0.078,0.082,0.600,0.582,0.535,0.432,0.272,0.485,0.657,0.507,0.430,0.560,0.358,0.000,0.715,0.632,0.569,0.533,0.511,0.866,0.642,0.783,0.600,0.434,0.687,0.156,0.472,0.199,0.685,0.446,0.233,0.722,0.248,0.246,0.470,0.000,0.390,0.168,0.001,0.242,0.985,0.002,0.000,0.655,0.108,0.081,0.614,0.201,0.012,0.147,1.000,0.475,0.085,0.400,0.000,0.134,0.208,1.13,2.40,1.98,0.00,0,0,0,1,0,0,0,0,0,0
1322.6,575.2,0.395,0.462,0.506,0.036,0.618,0.581,0.526,0.535,0.331,0.596,0.866,0.604,0.498,0.514,0.821,0.000,0.772,0.720,0.671,0.666,0.636,0.841,0.725,0.796,0.465,0.434,0.450,0.110,0.387,0.307,0.662,0.433,0.146,0.749,0.248,0.239,0.505,0.000,0.572,0.102,0.001,0.205,1.000,0.000,0.001,0.708,0.150,0.021,0.493,0.270,0.000,0.058,0.997,0.342,0.435,0.270,0.514,0.505,0.358,1.39,2.80,1.88,0.59,0,0,0,1,0,0,0,0,0,0
1324.6,578.2,0.849,0.907,0.751,0.722,0.652,0.573,0.494,0.658,0.701,0.485,0.838,0.864,0.363,0.624,0.839,0.000,0.919,0.891,0.879,0.894,0.892,0.789,0.981,0.843,0.565,0.397,0.323,0.361,0.374,0.627,0.441,0.355,0.115,0.691,0.261,0.222,0.534,0.004,0.586,0.226,0.002,0.208,0.994,0.041,0.076,0.640,0.189,0.241,0.740,0.258,0.075,0.323,0.989,0.293,0.550,0.270,0.429,0.540,0.358,1.63,3.32,1.44,1.22,0,0,0,1,0,0,0,0,0,0
1311.5,576.6,0.425,0.485,0.272,0.100,0.555,0.480,0.428,0.483,0.218,0.596,0.527,0.529,0.643,0.382,0.512,0.966,0.657,0.559,0.483,0.485,0.481,0.802,0.604,0.556,0.444,0.378,0.217,0.189,0.416,0.532,0.538,0.395,0.482,0.721,0.137,0.172,0.479,0.227,0.888,0.290,1.000,0.493,0.652,0.320,0.408,0.807,0.260,0.436,0.800,0.192,0.399,0.500,0.622,0.342,0.237,0.526,0.190,0.344,0.239,1.40,1.91,1.84,0.59,0,0,0,1,0,0,0,0,0,0
1313.7,579.9,0.891,0.990,0.974,0.722,0.594,0.338,0.097,0.800,0.615,0.767,0.946,0.878,0.569,0.939,0.941,0.016,0.966,1.000,1.000,1.000,1.000,0.689,1.000,0.907,0.372,0.339,0.557,0.278,0.932,0.575,0.538,0.433,0.648,0.547,0.022,0.056,0.351,0.147,0.670,0.374,0.896,0.206,0.669,0.235,0.313,0.780,0.000,0.415,0.597,0.419,0.281,0.744,0.400,0.388,0.655,0.000,0.648,0.693,0.540,2.29,3.50,1.31,1.68,0,0,0,1,0,0,0,0,0,0
1315.4,582.4,0.214,0.261,0.148,0.036,0.360,0.417,0.326,0.501,0.394,0.540,0.797,0.470,0.569,0.820,0.761,0.966,0.808,0.751,0.703,0.700,0.694,0.841,0.746,0.992,0.000,0.359,0.470,0.007,0.732,0.454,0.578,0.471,0.526,0.700,0.041,0.059,0.394,0.066,0.896,0.411,0.915,0.704,0.779,0.165,0.292,0.748,0.517,0.439,0.904,0.359,0.308,0.544,0.699,0.433,0.494,0.400,0.190,0.468,0.385,1.64,2.90,1.50,0.88,0,0,0,1,0,0,0,0,0,0
1304.0,581.7,0.738,0.741,0.762,0.279,0.588,0.544,0.442,0.640,0.462,0.653,0.942,0.738,0.835,0.505,0.916,0.509,0.989,0.975,0.960,0.945,0.847,1.000,0.968,0.771,0.380,0.397,0.201,0.000,0.658,0.421,0.538,0.421,0.283,0.903,0.000,0.000,0.419,0.018,0.755,0.164,0.774,0.133,0.881,0.088,0.156,0.661,0.164,0.087,0.613,0.271,0.125,0.391,0.465,0.388,0.550,0.400,0.190,0.505,0.385,1.48,3.14,1.29,1.17,0,0,0,1,0,0,0,0,0,0
1306.3,585.0,0.395,0.518,0.377,0.172,0.370,0.495,0.403,0.466,0.272,0.540,0.721,0.394,0.757,0.343,0.575,0.000,0.888,0.839,0.825,0.824,0.797,0.866,0.821,1.000,0.286,0.397,0.641,0.361,0.820,0.684,0.558,0.506,0.300,0.810,0.007,0.015,0.414,0.013,0.808,0.249,0.701,0.189,0.899,0.057,0.179,0.698,0.309,0.254,1.000,0.254,0.148,0.352,0.735,0.186,0.085,0.400,0.324,0.247,0.073,0.83,2.99,1.52,0.18,0,0,0,1,0,0,0,0,0,0
1307.7,587.1,0.817,0.887,0.944,0.507,0.072,0.464,0.319,0.347,0.167,0.485,0.718,0.759,0.757,0.321,0.514,0.607,1.000,0.997,0.998,0.995,0.969,0.841,0.973,0.831,0.390,0.378,0.769,0.401,0.696,0.367,0.578,0.483,0.210,0.914,0.026,0.000,0.434,0.011,0.748,0.121,0.956,0.229,0.909,0.046,0.200,0.800,0.285,0.093,0.639,0.272,0.133,0.297,0.559,0.342,0.603,0.400,0.586,0.665,0.491,1.68,3.42,1.16,1.12,0,0,0,1,0,0,0,0,0,0
1295.2,590.0,0.730,0.899,0.762,0.722,0.275,0.505,0.410,0.466,0.218,0.596,0.433,0.512,0.916,0.426,0.000,0.078,0.853,0.867,0.855,0.832,0.801,0.789,0.865,0.746,0.390,0.319,0.470,0.096,0.696,0.664,0.578,0.446,0.389,0.802,0.056,0.047,0.374,0.012,0.822,0.298,0.829,0.307,0.883,0.055,0.096,0.767,0.118,0.280,0.702,0.352,0.109,0.435,0.831,0.293,0.494,0.137,0.514,0.505,0.329,1.78,3.34,1.19,1.53,0,0,0,1,0,0,0,0,0,0
1369.0,689.8,0.824,0.796,0.717,0.654,0.248,0.447,0.352,0.764,0.536,0.767,0.881,0.604,0.534,1.000,0.815,0.932,0.595,0.680,0.764,0.820,0.835,0.000,0.772,0.862,0.628,0.026,0.534,0.502,0.576,0.626,0.847,0.708,0.582,0.107,0.816,0.774,0.331,0.451,0.453,0.727,0.039,0.640,0.415,0.385,0.421,0.596,0.645,0.552,0.335,0.743,0.439,0.456,0.673,0.388,0.704,0.137,0.838,0.796,0.634,3.45,2.65,1.80,2.29,0,0,0,0,1,0,0,0,0,0
1366.0,690.0,0.886,0.903,0.909,0.739,0.337,0.524,0.475,0.963,1.000,0.883,0.713,0.330,0.643,0.709,0.721,0.781,0.357,0.441,0.506,0.550,0.569,0.135,0.532,0.143,0.565,0.000,0.438,0.435,0.506,0.590,0.733,0.607,0.804,0.061,0.713,0.612,0.233,0.418,0.339,0.870,0.052,0.278,0.428,0.342,0.404,0.443,0.408,0.600,0.283,0.692,0.447,0.346,0.698,0.293,0.882,0.270,0.797,0.885,0.678,3.30,2.92,1.76,2.21,0,0,0,0,1,0,0,0,0,0
1359.2,687.0,0.634,0.690,0.801,0.654,0.233,0.534,0.488,0.347,0.218,0.374,0.060,0.006,0.534,0.218,0.000,0.740,0.419,0.450,0.491,0.553,0.566,0.276,0.510,0.554,0.593,0.170,0.242,0.629,0.558,0.772,0.494,0.341,0.820,0.014,0.783,0.721,0.336,0.631,0.231,0.843,0.090,0.265,0.266,0.578,0.474,0.302,0.312,0.731,0.375,0.849,0.630,0.455,0.581,0.662,0.372,0.400,0.586,0.540,0.588,3.37,1.29,1.36,1.42,0,0,0,0,1,0,0,0,0,0
1359.0,689.0,0.364,0.378,0.272,0.127,0.439,0.560,0.525,0.347,0.218,0.429,0.000,0.001,0.430,0.155,0.046,0.740,0.274,0.298,0.319,0.368,0.404,0.276,0.275,0.551,0.614,0.000,0.498,0.443,0.487,0.671,0.757,0.586,0.526,0.129,0.959,0.823,0.536,0.733,0.379,0.669,0.035,0.305,0.238,0.567,0.624,0.671,0.413,0.694,0.332,0.728,0.614,0.399,0.580,0.695,0.307,0.400,0.514,0.468,0.564,3.36,0.99,1.17,1.25,0,0,0,0,1,0,0,0,0,0
1358.3,697.9,0.380,0.159,0.148,0.036,0.000,0.416,0.357,0.398,0.218,0.429,0.766,0.403,0.718,0.590,0.620,0.000,0.433,0.481,0.501,0.511,0.540,0.350,0.396,0.649,0.480,0.299,0.534,0.319,0.668,0.500,0.650,0.541,0.243,0.447,0.645,0.528,0.305,0.041,0.482,0.322,0.010,0.586,0.782,0.104,0.193,0.917,0.436,0.234,0.001,0.616,0.155,0.256,0.904,0.554,0.164,0.526,0.324,0.344,0.385,2.71,1.55,1.60,1.13,0,0,0,0,1,0,0,0,0,0
1353.7,692.5,0.395,0.383,0.243,0.464,0.549,0.602,0.568,0.432,0.331,0.540,0.000,0.023,0.534,0.195,0.000,0.966,0.238,0.310,0.385,0.432,0.466,0.103,0.216,0.544,0.543,0.319,0.550,0.547,0.627,0.754,0.410,0.433,0.816,0.194,0.811,0.814,0.869,0.953,0.139,0.794,0.336,0.294,0.051,0.856,0.605,0.125,0.469,0.559,0.261,0.605,0.749,0.062,0.178,0.818,0.603,0.270,0.648,0.665,0.782,4.00,1.10,0.97,1.13,0,0,0,0,1,0,0,0,0,0
1353.3,685.4,0.897,0.833,1.000,0.739,0.000,0.530,0.450,0.518,0.462,0.429,0.662,0.369,0.534,0.575,0.781,0.509,0.670,0.746,0.805,0.849,0.855,0.194,0.851,0.798,0.394,0.214,0.733,0.824,0.888,0.863,0.623,0.395,0.998,0.002,0.515,0.498,0.000,0.128,0.282,0.821,0.142,0.047,0.648,0.232,0.150,0.522,0.031,0.399,0.413,0.689,0.259,0.358,0.833,0.554,0.550,0.137,1.000,0.842,0.762,3.45,2.49,1.79,2.22,0,0,0,0,1,0,0,0,0,0
1353.1,688.4,0.410,0.395,0.078,0.199,0.430,0.477,0.417,0.605,0.536,0.374,0.359,0.517,0.680,0.709,0.654,1.000,0.509,0.547,0.562,0.532,0.535,0.499,0.524,0.713,0.337,0.319,0.492,0.409,0.586,0.268,0.662,0.483,1.000,0.011,0.330,0.353,0.101,0.062,0.547,0.959,0.331,0.495,0.744,0.185,0.153,0.450,0.064,0.272,0.553,0.749,0.179,0.257,0.878,0.554,0.923,0.270,0.972,1.000,0.914,3.33,2.74,1.83,2.34,0,0,0,0,1,0,0,0,0,0
1352.9,690.4,0.479,0.386,0.327,0.323,0.606,0.509,0.475,0.782,0.615,0.710,0.258,0.285,0.606,0.490,0.642,0.966,0.134,0.187,0.272,0.339,0.399,0.036,0.256,0.528,0.408,0.299,0.567,0.569,0.598,0.665,0.538,0.433,0.868,0.063,0.844,0.885,0.742,0.870,0.577,0.942,0.439,0.338,0.060,0.838,0.603,0.400,0.519,0.662,0.283,0.797,0.770,0.237,0.217,0.727,0.840,0.137,0.586,0.746,0.781,4.24,2.07,1.67,1.98,0,0,0,0,1,0,0,0,0,0
1352.5,695.4,0.529,0.513,0.423,0.464,0.288,0.508,0.476,0.800,0.701,0.540,0.709,0.328,0.430,0.556,0.619,0.000,0.119,0.169,0.228,0.301,0.348,0.103,0.134,0.304,0.308,0.192,0.553,0.603,0.828,0.699,0.816,0.541,0.930,0.015,0.496,0.487,0.179,0.324,0.507,0.807,0.088,0.309,0.525,0.362,0.307,0.545,0.281,0.555,0.417,0.693,0.443,0.389,0.755,0.554,0.751,0.400,0.703,0.796,0.720,4.15,1.74,1.31,1.45,0,0,0,0,1,0,0,0,0,0
1349.1,688.1,0.830,0.843,0.705,0.739,0.326,0.487,0.453,0.432,0.272,0.485,0.623,0.570,0.643,0.594,0.664,0.896,0.127,0.185,0.244,0.331,0.317,0.165,0.460,0.146,0.437,0.278,0.580,0.599,0.608,0.307,0.608,0.395,0.635,0.416,0.650,0.604,0.426,0.346,0.388,0.572,0.011,0.418,0.443,0.374,0.333,0.657,0.259,0.437,0.390,0.882,0.390,0.285,0.700,0.662,0.882,0.137,0.875,0.905,0.877,3.55,2.41,1.73,2.17,0,0,0,0,1,0,0,0,0,0
893.1,399.4,0.529,0.577,0.653,0.516,0.233,0.429,0.371,0.746,0.615,0.596,0.857,0.709,0.143,0.605,0.870,0.509,0.488,0.490,0.490,0.476,0.493,0.519,0.462,0.459,0.760,0.397,1.000,0.693,0.864,0.387,0.538,0.483,0.791,0.171,0.555,0.539,0.398,0.245,0.553,0.867,0.029,0.657,0.492,0.354,0.313,0.657,0.685,0.746,0.485,1.000,0.479,0.601,0.737,0.554,0.704,0.137,0.429,0.606,0.564,4.22,1.88,1.50,1.44,0,0,0,0,0,1,0,0,0,0
895.4,399.8,0.689,0.772,0.836,0.739,0.481,0.443,0.374,0.553,0.394,0.429,0.515,0.147,0.266,0.477,0.297,1.000,0.434,0.502,0.595,0.661,0.690,0.000,0.606,0.772,0.733,0.359,0.829,0.972,0.612,0.935,0.538,0.483,0.833,0.127,0.895,0.872,0.910,0.913,0.518,0.941,0.407,0.444,0.019,0.904,0.656,0.568,0.740,0.918,0.223,0.767,0.997,0.400,0.273,0.759,0.550,0.137,0.514,0.540,0.656,4.50,1.77,1.32,1.28,0,0,0,0,0,1,0,0,0,0
895.5,403.9,0.492,0.441,0.506,0.217,0.473,0.000,0.000,0.872,0.615,0.883,0.000,0.000,0.234,0.571,0.449,1.000,0.171,0.211,0.270,0.339,0.345,0.194,0.217,0.392,0.746,0.319,0.666,0.745,0.499,0.885,0.538,0.506,0.812,0.196,0.713,0.690,0.840,0.807,0.146,0.955,0.026,0.576,0.190,0.814,0.521,0.070,0.714,1.000,0.325,0.782,1.000,0.481,0.497,0.627,0.494,0.000,0.514,0.468,0.516,4.63,1.78,1.36,1.60,0,0,0,0,0,1,0,0,0,0
897.4,403.4,0.706,0.742,0.868,0.654,0.497,0.608,0.576,0.535,0.394,0.596,0.073,0.007,0.298,0.616,0.128,1.000,0.300,0.358,0.365,0.432,0.460,0.233,0.375,0.245,0.550,0.470,0.784,0.844,0.828,0.861,0.517,0.327,0.889,0.185,0.650,0.678,0.875,0.816,0.504,1.000,0.449,0.573,0.121,0.824,0.665,0.382,0.757,0.839,0.326,0.842,0.957,0.277,0.302,0.727,0.603,0.137,0.648,0.636,0.699,4.44,1.71,1.34,1.45,0,0,0,0,0,1,0,0,0,0
